Id,SalePrice
1579,147714.1432585557
1580,185924.44490225991
1581,144614.4955522346
1582,128458.98342404347
1583,324023.72491585294
1584,234895.3237138302
1585,141765.88597405716
1586,81480.11462593805
1587,102107.98533502452
1588,151383.2688343738
1589,95797.47991599624
1590,134268.27144535052
1591,94465.74886272597
1592,127649.03289523363
1593,116935.03356321884
1594,139076.2284925803
1595,119231.14730477826
1596,246494.1080786497
1597,190031.21097413756
1598,180270.1348057566
1599,150339.94721358886
1600,160038.6232939768
1601,69277.23717843342
1602,109044.04755580344
1603,87384.55230152761
1604,274991.2613701165
1605,229433.84617653943
1606,169604.42918596015
1607,160632.6751862263
1608,210624.17273065192
1609,193491.5712113829
1610,165460.38116331262
1611,140580.95549559503
1612,176741.7192378175
1613,171065.92664773
1614,115086.17237490708
1615,93522.8680550025
1616,79894.65327449646
1617,89211.37675110146
1618,126076.30720449297
1619,136978.77997103697
1620,167959.52236564457
1621,141529.5533309795
1622,147928.98895341918
1623,267833.22150363645
1624,223299.98895940516
1625,121972.83652996575
1626,160517.50013417614
1627,188137.64877295578
1628,270065.4537753896
1629,171558.73171005308
1630,355284.788697578
1631,201985.82886779725
1632,219418.54904415595
1633,174820.2623149912
1634,188760.11381584418
1635,186458.2712375291
1636,161214.0324279031
1637,188792.77297492564
1638,200523.0236314168
1639,177695.47434155823
1640,266194.4898815417
1641,173492.26928952418
1642,229887.17930745814
1643,217923.50323353993
1644,235942.7474079681
1645,191805.73608305995
1646,165160.63224632802
1647,156179.97741090847
1648,137523.55823176424
1649,142872.3353727851
1650,121745.18523999356
1651,121524.8975436576
1652,94829.94383136104
1653,95570.32446398694
1654,144611.10326623873
1655,145928.83985672405
1656,142694.72864639864
1657,146903.33085718035
1658,147353.71357569675
1659,129541.80631834148
1660,157020.31888420056
1661,462546.4532291263
1662,381218.673100301
1663,360482.1448548939
1664,481711.6698407953
1665,300548.8661166165
1666,326761.84042099706
1667,399992.9720960826
1668,338210.8027745706
1669,292797.40006434405
1670,348301.1634463808
1671,266995.5885263807
1672,468483.5191082208
1673,297666.0457128954
1674,248442.00086357552
1675,199809.56675078033
1676,201106.38966928443
1677,221715.1871435249
1678,491635.9781748365
1679,416926.29983976285
1680,358948.2282811323
1681,254222.1491597349
1682,301784.60008231
1683,188570.49849467707
1684,169661.82239179965
1685,169440.27399515687
1686,166759.83123520366
1687,171134.1276209155
1688,186707.059124576
1689,187201.9263147749
1690,185798.71923105072
1691,181603.30733804562
1692,240822.56372860156
1693,169246.27478043974
1694,185999.01643812307
1695,165523.7571392956
1696,268931.74020901916
1697,168673.09785704195
1698,364568.5302152016
1699,331980.0394738925
1700,263777.8757976176
1701,267534.6698683615
1702,254129.60919984087
1703,255677.54768838288
1704,279283.70687615866
1705,220291.04606496223
1706,430751.381899771
1707,227539.38120654225
1708,215170.8426158099
1709,261562.81450032015
1710,222393.58693473256
1711,260944.89949838383
1712,284696.2167906971
1713,276615.86269723746
1714,226695.56505197182
1715,204251.8080482955
1716,176653.60172215474
1717,165569.26251361432
1718,131782.86322154294
1719,199993.43623573717
1720,241766.43435324577
1721,162441.2861215951
1722,127407.13009196459
1723,157079.77309042806
1724,226634.1693885192
1725,235519.27005555568
1726,192698.63006322397
1727,166483.03476172403
1728,182353.42606585112
1729,171657.12230749047
1730,145577.22260399978
1731,121046.86595426947
1732,138451.5541767509
1733,123929.83909386059
1734,126367.45165173338
1735,132110.44482069835
1736,118595.78295140207
1737,283767.896907765
1738,213506.16431065876
1739,273827.6496585868
1740,245150.18019921557
1741,199675.44302662418
1742,173307.65637583032
1743,175851.31664719223
1744,280522.8051177802
1745,230546.5820747691
1746,168241.89640918086
1747,216667.08393664018
1748,240234.65234566326
1749,158051.0294580246
1750,134231.59718007682
1751,238227.1095704895
1752,118569.28782473036
1753,145581.3638868222
1754,187457.50157603147
1755,171472.97021212624
1756,125342.40625979519
1757,123323.12722313758
1758,145268.87491856428
1759,159480.9819436893
1760,163439.31200021348
1761,135824.30482899645
1762,188175.60762509066
1763,170080.38697843623
1764,115082.18223424723
1765,161606.60848559655
1766,172576.3433970638
1767,200696.83622240924
1768,143037.93107512547
1769,182405.02657489973
1770,148196.78185411185
1771,131827.86151733936
1772,134233.85859525003
1773,142489.65425679434
1774,131985.35683355448
1775,138776.03414011412
1776,127843.28656856887
1777,114985.86335685957
1778,131465.66719835383
1779,118024.87714729336
1780,166359.0638632634
1781,134297.50161586129
1782,91725.17069410147
1783,142504.2157186217
1784,101626.7850546728
1785,115677.56404419945
1786,145445.63561517664
1787,158975.2147122112
1788,66209.84443567612
1789,95747.1350050702
1790,82575.0253376141
1791,191689.60154197877
1792,156142.56481935183
1793,126288.40357266141
1794,142369.93783447327
1795,136063.87058248065
1796,123069.67816639444
1797,117598.93246031337
1798,126811.15160886533
1799,115463.85427794294
1800,136149.44195930057
1801,132097.52585323463
1802,127036.0207606577
1803,146908.30329419888
1804,147354.14179572102
1805,135647.1953813832
1806,122396.20026568623
1807,121561.30183856958
1808,121032.22069184347
1809,120382.31039947875
1810,146493.585234616
1811,107092.82981220953
1812,102099.40366110417
1813,122577.4662658173
1814,92359.49364458269
1815,58040.0226334134
1816,93473.71266879827
1817,117748.81077976541
1818,146455.20187167617
1819,121141.05853760561
1820,69656.96980848658
1821,114595.30492510746
1822,145183.76455067706
1823,60181.15867806966
1824,155778.60957529733
1825,134040.0740504375
1826,101779.162834831
1827,101480.69018516295
1828,130604.89978769854
1829,108989.55821827397
1830,135433.88858230662
1831,131677.03572161196
1832,94095.97687976916
1833,128521.62327080528
1834,124537.39365453862
1835,129058.74664303781
1836,122587.14041203851
1837,90610.42641995804
1838,120036.18576227424
1839,91403.72446389099
1840,160838.01102476998
1841,137591.2117046116
1842,87230.93340544472
1843,134425.06911386026
1844,139999.98167119874
1845,141282.27596009054
1846,154123.22207229835
1847,162567.35612120255
1848,59116.41551239877
1849,112335.0367718557
1850,116259.61400224606
1851,154725.91530208188
1852,128733.20064300593
1853,138232.27418353735
1854,158622.16824905542
1855,158583.91166920308
1856,220248.17720683085
1857,147081.31402957594
1858,141867.56879489002
1859,118865.81178634387
1860,152087.680036181
1861,118637.94334725667
1862,307205.7560391436
1863,297838.3560607692
1864,297853.54792260315
1865,341720.957980693
1866,342176.12950514955
1867,231100.7710649029
1868,308299.6484793857
1869,205542.54945026062
1870,221813.094215794
1871,237502.17930185652
1872,169863.5801948036
1873,243539.65673175274
1874,139754.4774942482
1875,204217.31230841533
1876,201898.43677452195
1877,217310.84297899218
1878,204346.7519192046
1879,134095.96025033356
1880,136706.05185822528
1881,253570.2562894091
1882,246666.5367615604
1883,195681.6860707981
1884,204529.26658673462
1885,228588.13835463312
1886,302934.8169080015
1887,209561.85530913275
1888,271505.49049978546
1889,169116.23182558457
1890,131425.54109256653
1891,139207.4472363145
1892,101679.72831355849
1893,131348.38065481914
1894,120373.56035496182
1895,138951.24667156086
1896,123331.46663347307
1897,120196.54614931422
1898,119750.63326425126
1899,147517.60065176705
1900,137470.83765760376
1901,173930.49269291095
1902,143204.1122605279
1903,219709.64951892916
1904,145509.11380137037
1905,197416.6635995232
1906,160799.911607332
1907,187055.06485406734
1908,116847.65445398875
1909,132286.63211290268
1910,123893.64223979256
1911,210288.67020507462
1912,309586.3194211121
1913,154054.3703833617
1914,75385.77709241374
1915,313071.8567535091
1916,71213.36081438437
1917,243606.4738269544
1918,143159.74262445146
1919,169123.01969352883
1920,153571.7638489211
1921,381285.38984067336
1922,317034.7931237211
1923,219379.8101621661
1924,238861.7745491613
1925,196514.6325174327
1926,382853.1947139147
1927,138277.87260761557
1928,156964.66772673224
1929,130384.4395651996
1930,134974.33340734482
1931,145413.8072960551
1932,146647.28698404587
1933,176513.0447835787
1934,181823.89985776503
1935,185184.84502700387
1936,192079.14620058757
1937,185741.09438819453
1938,183803.43957181432
1939,229540.72169119515
1940,182165.6005764013
1941,174506.72581989452
1942,188718.5435734874
1943,198104.48239299774
1944,351754.433477627
1945,382295.726980899
1946,163137.37589626506
1947,296364.7525706934
1948,181287.82220661387
1949,247001.4139370504
1950,178643.51848879072
1951,236547.02221504744
1952,206138.59121301316
1953,173060.98381325798
1954,195914.03504436903
1955,134825.9099851007
1956,287622.3408868378
1957,156170.7848275001
1958,314343.0012699684
1959,147380.35555155497
1960,111839.53131859568
1961,130244.00088601552
1962,92530.28924540634
1963,101481.00486027503
1964,112972.07822762792
1965,149216.5874670167
1966,142877.09129782184
1967,286934.0249427193
1968,427472.2816593097
1969,394827.5703962897
1970,473869.0854349416
1971,455200.38782319735
1972,408506.56879947725
1973,241751.91993020897
1974,322038.46735528973
1975,479610.4427138858
1976,268207.88345001836
1977,368309.97726729774
1978,366101.412579412
1979,358127.2297732311
1980,193449.6473822595
1981,354842.3678159422
1982,237031.6401323521
1983,215380.25851144546
1984,166257.02201552634
1985,219890.3785126091
1986,213310.53838708458
1987,177134.85303420734
1988,175686.19358159442
1989,186477.53792532792
1990,218326.76413386787
1991,232715.9127250094
1992,219646.40664093773
1993,168897.55093343006
1994,225966.22686320238
1995,181231.31962971046
1996,260557.97294302238
1997,309540.1654254423
1998,314870.7226346947
1999,257112.56982345067
2000,329249.7407848582
2001,264363.88269397366
2002,233678.65635760853
2003,247505.35442225274
2004,270232.7787344548
2005,213988.88682629546
2006,223217.4927849304
2007,244171.63263322474
2008,223807.5609552764
2009,206549.3144717694
2010,184842.54491252455
2011,138026.00592168243
2012,173477.8926694923
2013,185721.44983985272
2014,193209.10395908155
2015,199972.08481660884
2016,204657.3008178878
2017,196874.89957292148
2018,126167.61441382875
2019,128566.77414640835
2020,109270.61691980218
2021,110848.93967534823
2022,173193.14105212755
2023,146184.08483534347
2024,254813.8521861363
2025,372995.6918582415
2026,174436.38032715663
2027,156225.7067439348
2028,147992.91110920688
2029,173009.14956680828
2030,282055.29604703176
2031,215209.5916793843
2032,244651.2126147014
2033,250291.56754051553
2034,168311.47885059591
2035,204024.1081986321
2036,180269.37506591092
2037,184008.88089902533
2038,277001.94671257
2039,202908.0855682597
2040,280901.0641515119
2041,252704.85520973586
2042,197684.2533733133
2043,176420.84289857026
2044,175941.05643916846
2045,213500.268455817
2046,130999.95038376734
2047,151058.3453480186
2048,140110.85137258394
2049,132606.65034067014
2050,178573.10481729268
2051,108103.9267094472
2052,130133.00788943372
2053,150647.07421260962
2054,95193.67864696139
2055,160029.17346594404
2056,143445.34773049978
2057,119112.74800647848
2058,238352.92363238946
2059,136044.55530865668
2060,172427.528817891
2061,170484.05275742282
2062,133192.83426431587
2063,114057.42182500321
2064,145543.34876539436
2065,120374.68794236095
2066,167824.61218924946
2067,117062.95302834465
2068,135755.00090001596
2069,85902.79140340199
2070,113064.14476538428
2071,100694.16588170771
2072,131613.3085599302
2073,135663.73734354565
2074,193339.12595903032
2075,147334.15667330785
2076,120618.48411445598
2077,147395.45214463776
2078,128531.41181067616
2079,130101.91214067675
2080,119272.16087994438
2081,125230.04724990421
2082,131986.97550214166
2083,143609.76498878576
2084,109951.2529290353
2085,123588.47371817013
2086,119183.24435121639
2087,118195.62270704433
2088,103042.24860484718
2089,77016.90636647784
2090,136222.79168292455
2091,116490.67420496384
2092,121032.19971020058
2093,121434.67770244363
2094,101786.94060801671
2095,144174.3306881181
2096,82833.14516228135
2097,97240.41106467253
2098,140937.317283655
2099,67674.98972293703
2100,82511.11030528074
2101,126486.58091156547
2102,129599.07770485002
2103,111250.16438287303
2104,120465.57967656222
2105,124882.63873998514
2106,75015.87445909072
2107,212388.4773025983
2108,112442.43381505582
2109,108484.6465240698
2110,133550.75529091005
2111,127029.09239449774
2112,135079.77162453576
2113,122435.22017734853
2114,115678.91271026789
2115,152192.1339566198
2116,113088.16427044281
2117,153354.02190114034
2118,122791.27505449741
2119,113787.44086125535
2120,118347.71847428542
2121,90627.59797414967
2122,120622.03840192268
2123,91125.49184731988
2124,152119.72369846838
2125,117079.10821741057
2126,148499.7132940606
2127,137450.59487008894
2128,131311.20349088102
2129,89033.01455618572
2130,134173.97460600646
2131,140808.9171333686
2132,110294.15924776134
2133,122012.532627109
2134,114176.65447794573
2135,90987.75761646098
2136,79979.01922088652
2137,110437.09115576299
2138,137793.58012421508
2139,160958.14135258598
2140,140356.59028349724
2141,143478.3270780886
2142,131902.1463527964
2143,146545.18759648176
2144,122594.1883902745
2145,134321.81044926186
2146,151042.61961688852
2147,143129.38488388053
2148,127512.96919403189
2149,145682.78555930086
2150,217583.7194117942
2151,115821.22698067324
2152,173346.55778464576
2153,153256.47400801236
2154,111627.9413375156
2155,141023.32915864076
2156,280624.6172574422
2157,233741.57008991213
2158,240877.95580393224
2159,200370.56429917453
2160,166621.77474938275
2161,237149.12023708242
2162,390256.4535187168
2163,383258.8814801105
2164,231607.0479591107
2165,194247.35531230603
2166,146954.0433440083
2167,217094.9707043053
2168,202470.8290208889
2169,197185.6853244112
2170,221371.4035949511
2171,152811.17091867037
2172,135950.9029476511
2173,164519.00885544854
2174,228351.09347332487
2175,275653.82047660946
2176,313016.1663287518
2177,250294.1630208133
2178,204133.16019011784
2179,144426.69883796273
2180,224820.6921163281
2181,191055.82474610652
2182,218448.4475725515
2183,193202.23112283813
2184,134150.4736970941
2185,133819.07251149893
2186,145905.10485038676
2187,159642.83992720814
2188,153380.60431909337
2189,270460.64645688655
2190,80879.33607424931
2191,80790.30616593375
2192,94796.91557697218
2193,103396.71142020302
2194,104800.86023816376
2195,109242.62973423398
2196,103733.6262474304
2197,121039.96210256171
2198,151059.58700281053
2199,181063.45538465504
2200,143777.87818123863
2201,133189.82710110213
2202,192409.42518621072
2203,151602.9389186666
2204,193050.6008885553
2205,114159.88855735173
2206,142309.43195038268
2207,211957.97437028665
2208,247120.7367392786
2209,217070.24953911666
2210,120285.9576950306
2211,107510.37897240446
2212,108823.51095459335
2213,98763.91380035502
2214,136159.98311962473
2215,96764.4530146097
2216,135862.83716652318
2217,81651.44133655136
2218,89398.0511996565
2219,83923.0921515938
2220,85641.2274340704
2221,316023.6278018677
2222,269285.80557386554
2223,275368.40449116955
2224,211992.68321221933
2225,123849.02164791226
2226,197579.50466180005
2227,200911.1261939795
2228,263840.3168759185
2229,239380.72499913175
2230,163282.59007499757
2231,219848.42125533486
2232,180340.47009119028
2233,167598.98596088553
2234,223855.72145105404
2235,229703.6251642757
2236,266465.86653027596
2237,353694.66939310124
2238,200449.10084730276
2239,117730.5071556944
2240,159048.96684265774
2241,145173.6673546621
2242,127251.364195255
2243,119322.69217910283
2244,99999.8547832609
2245,94841.03286136819
2246,148080.74194740047
2247,110728.126943305
2248,125524.32657965059
2249,128606.48763751684
2250,133609.50965131892
2251,121478.84921047607
2252,172471.75565810245
2253,156487.78846702582
2254,175528.40639261663
2255,189088.7016452564
2256,183030.4889503492
2257,212547.4322435054
2258,162481.05293257633
2259,185629.59430016243
2260,156156.77666662546
2261,174829.05896737197
2262,200048.57194279786
2263,357563.80623251526
2264,460943.87073567056
2265,163157.08766911004
2266,281653.2129210955
2267,366900.33596098295
2268,431060.9235784518
2269,146495.8784305937
2270,186812.12829350805
2271,216180.67026836786
2272,205113.7044114294
2273,177216.8717015867
2274,170791.56560094282
2275,175297.3377870131
2276,201065.69958318226
2277,180098.03692673583
2278,154162.9601941059
2279,121405.05273221395
2280,115965.54444040894
2281,183816.6281432952
2282,196959.439692769
2283,100239.05136459238
2284,105348.72624489672
2285,147527.71776796167
2286,129206.02439999826
2287,358590.49581676774
2288,279505.474661251
2289,382211.57652264874
2290,493865.36598441185
2291,323044.1364184771
2292,455408.31363600155
2293,492735.7365371943
2294,442558.23584071134
2295,485329.5168422307
2296,287806.4656269331
2297,313850.6100792475
2298,327867.14961525775
2299,418713.82571038295
2300,333651.20409574977
2301,275572.3712880779
2302,252709.11354552652
2303,230479.30836919276
2304,232418.1738993473
2305,190105.5266870406
2306,186994.54148419644
2307,195413.75598499613
2308,215828.5898764696
2309,280529.0390202151
2310,218620.92733517793
2311,196546.47356396736
2312,161256.71284952894
2313,178464.30783744305
2314,168327.31665412913
2315,169469.3472460484
2316,186259.41297156393
2317,182988.84065554914
2318,180610.54276965634
2319,176036.16386370405
2320,178170.07272125574
2321,229992.91098671616
2322,164864.77465059015
2323,174250.34071411684
2324,167056.2147290538
2325,212376.14790418695
2326,168949.13261712334
2327,211904.78465868585
2328,224449.67586289239
2329,182172.0130188389
2330,175020.26985694416
2331,360236.4296770351
2332,405572.0962516637
2333,315729.7880912077
2334,268277.44063340244
2335,275412.63107732555
2336,317848.7018369165
2337,203155.22696025672
2338,270692.5628315242
2339,225439.4901969143
2340,413009.5450671822
2341,212946.63744632804
2342,232096.47510877246
2343,221103.54986668343
2344,226341.42194547039
2345,233036.78616929927
2346,210684.6753511162
2347,201415.17951848824
2348,244484.4153887198
2349,165922.63066384083
2350,287498.7182845386
2351,257132.74698879913
2352,245896.20501060298
2353,279410.6144935366
2354,130550.62143175797
2355,144182.2186298777
2356,154286.5823879553
2357,196319.4080748891
2358,198744.9009110889
2359,125413.50059267344
2360,118646.53325325555
2361,137519.86928709198
2362,281206.4208224643
2363,142287.91319974436
2364,157082.02802965586
2365,215069.56205377073
2366,192339.6197345905
2367,223690.9727498279
2368,215268.9177377646
2369,225256.80873320563
2370,172926.77818009493
2371,173902.62746272064
2372,178932.0582907482
2373,263024.2176298236
2374,283960.0852274014
2375,247161.71253631442
2376,244332.6173779928
2377,301596.34727940406
2378,144196.37545335275
2379,190168.20169195914
2380,151898.08734196585
2381,165261.2313709276
2382,198784.58278120044
2383,199946.20973906448
2384,260711.25110619
2385,162416.59587116246
2386,137282.95186889052
2387,137722.6456179928
2388,101112.05397502065
2389,128659.45533422737
2390,142670.68062892364
2391,144866.2227947424
2392,117594.90985188281
2393,165067.43411125065
2394,148864.04129581145
2395,207439.4028545629
2396,150211.94153809693
2397,205035.456916897
2398,131635.20287132415
2399,64016.14832210606
2400,63996.710304040185
2401,120959.12848238499
2402,137140.5910697055
2403,132434.65648963785
2404,147491.89291002197
2405,163414.04840982985
2406,143856.16828203597
2407,126672.17387096398
2408,137665.6883040863
2409,126559.6596637193
2410,164353.22884811266
2411,119564.7704450275
2412,160468.30238739803
2413,128516.05373046974
2414,134540.89101427732
2415,120874.10936981738
2416,124407.47536038839
2417,136675.98009000253
2418,126470.24290701159
2419,125968.29951087221
2420,125916.98460264414
2421,143091.4975143139
2422,117160.54428213772
2423,123900.4134670431
2424,142130.2463833116
2425,223567.281951747
2426,123854.47946727516
2427,137490.24569353703
2428,172126.4305159859
2429,118458.59335269828
2430,137355.02210915735
2431,112511.0442423201
2432,141489.9561022792
2433,149200.23826068552
2434,140735.2325282342
2435,151299.63739199212
2436,110941.40367190483
2437,110026.06230761558
2438,124636.84983388011
2439,104180.28215896645
2440,121717.27129129511
2441,88445.70363506096
2442,96260.8475848555
2443,126743.01565271204
2444,131948.37752309346
2445,88090.00014391757
2446,132881.209516499
2447,170000.8102775721
2448,131181.73217585418
2449,119867.58386113797
2450,142416.77341906156
2451,135662.17665698138
2452,200985.0800458587
2453,93327.38661687353
2454,126876.58015982162
2455,111473.03511357024
2456,134822.8708789607
2457,122392.58217110454
2458,129173.55684421795
2459,114963.80396833229
2460,136149.97641345471
2461,119424.21174945615
2462,140158.76914160812
2463,121123.86146038954
2464,170626.40759242635
2465,138016.53103703578
2466,120384.02375598675
2467,137868.4280686
2468,85282.83449491835
2469,83913.916648652
2470,179382.77198047205
2471,193359.28455742967
2472,159627.71750258753
2473,126061.33455360074
2474,90813.18592853096
2475,214961.5820200236
2476,115151.27024944797
2477,130751.75311702193
2478,153407.9476574982
2479,110307.43651670328
2480,145984.13480374718
2481,129843.92099722473
2482,132956.5149823223
2483,112769.79870857876
2484,129571.52409562442
2485,125689.42279163733
2486,162753.7206582497
2487,202472.334341884
2488,148314.6955535476
2489,147840.12214862125
2490,156052.42650105656
2491,95798.87343298004
2492,174039.01590291384
2493,140776.4221407016
2494,148504.41274924442
2495,94103.33990623499
2496,239774.40331408515
2497,145454.98863357113
2498,110354.4300125495
2499,94107.72525128469
2500,125229.24358009637
2501,141683.75228533044
2502,142800.5348046645
2503,101114.81947704562
2504,184147.59314038022
2505,223140.8277749676
2506,255154.09508662077
2507,290434.4049530879
2508,255193.77413227814
2509,215442.03534266085
2510,207288.11790387426
2511,177061.26846170382
2512,212802.67730955296
2513,218430.63494812732
2514,229212.44912322419
2515,145311.41455209802
2516,174377.99860734364
2517,135871.96382401476
2518,150425.89431956082
2519,219022.9930346478
2520,205141.04424230085
2521,185609.7611630903
2522,219471.05188748488
2523,126399.09064495395
2524,135877.91100215158
2525,145448.99478668623
2526,133881.8658985104
2527,106744.98000377111
2528,133042.2605633133
2529,133980.3187232886
2530,119030.79882304948
2531,247033.4176036777
2532,220927.08466117643
2533,193437.53435239903
2534,224740.80313323587
2535,297179.007098817
2536,227458.96698617726
2537,222496.46269741392
2538,182133.20079208148
2539,185083.52138401516
2540,181227.44642952492
2541,174072.4522211439
2542,175553.28725409435
2543,131364.82287238518
2544,123057.1878214422
2545,135410.01196594432
2546,133358.77871817024
2547,132426.05303883206
2548,160282.67265570047
2549,163256.74168397297
2550,600323.2420133131
2551,143086.97771306572
2552,121721.15602176833
2553,75545.0061989631
2554,112913.24963096873
2555,113625.71451258988
2556,104151.25433393972
2557,114200.91014027629
2558,159512.25329809112
2559,137470.805222741
2560,143468.5834245947
2561,132973.22596253463
2562,130856.26933627794
2563,147439.2301361881
2564,190598.10177762347
2565,143309.63947584544
2566,160582.66741950845
2567,128699.84401442746
2568,189173.64102313496
2569,195416.78396084832
2570,118793.7250010404
2571,197144.9652556937
2572,144261.55581764894
2573,207169.19278684768
2574,252990.4942452266
2575,132096.88741023102
2576,119126.59143817061
2577,153857.3022163874
2578,87930.12853213723
2579,74517.13359405045
2580,127602.8839973307
2581,123212.25955631438
2582,114959.50685658427
2583,257719.9258224664
2584,173916.944558005
2585,187783.04510764463
2586,223323.311828812
2587,197533.55467506047
2588,142954.33067152146
2589,152588.46581966183
2590,213845.52231504826
2591,204096.1324591117
2592,214654.07935689733
2593,244302.4264118248
2594,178701.82577485242
2595,194951.67523771
2596,306140.50821218983
2597,185000.4436650073
2598,285888.63958817447
2599,329649.7204427271
2600,136163.55632216393
2601,153978.73125772952
2602,85289.26425769502
2603,95208.40854074222
2604,94289.838698222
2605,83715.3901635316
2606,154069.95812491173
2607,194564.12726511533
2608,206163.44033736974
2609,173328.02697374194
2610,114492.64763356547
2611,138859.04747728052
2612,154648.6628156144
2613,132067.09381401681
2614,129423.05768045508
2615,151051.1826562169
2616,151132.4756830511
2617,183440.3246152421
2618,203553.38616008713
2619,193917.6588830646
2620,182240.7582585946
2621,181173.25684426495
2622,189499.80716122285
2623,252438.2718019528
2624,323616.44781322486
2625,273970.53368988
2626,173186.31133102343
2627,168350.07493727378
2628,504015.87377126876
2629,515274.7827269649
2630,356334.7418180071
2631,474665.9931056606
2632,474590.1109024674
2633,300577.0415623963
2634,390410.2400761715
2635,161605.2233350461
2636,171892.61303740623
2637,174115.8292489672
2638,243433.02240632664
2639,177139.09808835597
2640,167350.88479639715
2641,108233.63096134418
2642,194888.61448860832
2643,99309.41041602519
2644,130912.4271176594
2645,103786.96606386197
2646,92824.62733748512
2647,99944.57423459008
2648,142077.3241514213
2649,150013.3464605332
2650,138866.93405178396
2651,143997.1303625084
2652,403227.9538107333
2653,235691.60196052626
2654,249607.46258486804
2655,390839.456723364
2656,318912.2637374426
2657,327313.2506696273
2658,303450.4530459649
2659,296873.2558325382
2660,358445.3390011578
2661,325771.5960253308
2662,375343.0730267032
2663,273841.65964924707
2664,275548.5207809911
2665,320458.83306895994
2666,286232.78228123323
2667,160259.43739216335
2668,167670.17679020856
2669,178051.09569179168
2670,274578.9150648884
2671,174730.20807996107
2672,187885.1386441899
2673,208190.0322074562
2674,200449.12701251244
2675,168292.29895185665
2676,183113.27185412584
2677,198331.007139651
2678,239348.01007874488
2679,265924.07266509574
2680,285368.8166852487
2681,413640.9142864422
2682,332739.8398973977
2683,513815.56620843115
2684,316835.95178196026
2685,318553.9478944604
2686,268427.7729075418
2687,315696.986732525
2688,196669.8103743092
2689,202211.27606388813
2690,441371.1603557115
2691,194715.0860349702
2692,126369.07341132079
2693,190653.21085278367
2694,132073.59867266932
2695,188706.83985021056
2696,178626.24558738578
2697,194652.06349485746
2698,202323.1365544916
2699,185744.00308710666
2700,159345.93922475103
2701,155766.59648244083
2702,114640.48676553322
2703,128150.66508069249
2704,140390.5099397551
2705,121574.2522879325
2706,122044.02146255391
2707,127921.52473109555
2708,135866.1073261553
2709,104061.91995562328
2710,130996.48165912702
2711,249133.42028157707
2712,397256.28394115384
2713,165988.01927379172
2714,151464.2367245479
2715,169970.55983751104
2716,143130.16059883527
2717,181924.56055624102
2718,217504.90988179133
2719,165900.42890806406
2720,173899.2777322564
2721,139763.08386686145
2722,158690.49348668123
2723,144534.50208305602
2724,133739.81885081384
2725,136090.78183125667
2726,152209.13386863368
2727,176332.5794529003
2728,174833.47607628466
2729,154370.2118609806
2730,142638.826622273
2731,125314.47245045978
2732,130713.88999943149
2733,160181.86023294865
2734,142827.8400876686
2735,133251.00763038313
